Q8NEI3,6,3,3,0,0,4,0,3,4,3,1,1,0,0,2,4,3,0,0,2,1,0,1,2,0,1,1,0,0,3,1,1,0,0,0,1,1,3,3,0,0,0,0,1,1,0,0,0,0,3,3,2,0,1,0,1,4,3,3,3,0,3,0,6,2,1,1,1,0,0,1,1,1,2,0,0,0,3,2,1,2,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,4,5,4,2,1,2,1,2,2,5,1,1,2,0,1,2,2,0,0,1,2,0,1,0,2,1,0,0,0,1,2,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,2,0,0,3,1,0,3,0,0,2,2,0,1,1,0,0,1,1,2,2,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,3,0,0,1,2,0,2,2,0,1,0,1,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,3,1,2,1,1,1,0,0,1,1,0,1,0,0,1,0,2,0,1,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H0E3,26,13,21,6,5,1,0,10,19,13,7,2,2,0,18,15,15,9,2,6,1,5,8,9,5,3,1,0,3,3,3,1,2,5,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,21,13,12,8,2,2,0,16,15,21,10,10,0,0,11,14,20,11,4,3,0,8,11,7,4,5,3,0,4,7,2,4,5,1,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,12,11,18,9,4,1,0,14,20,9,6,6,1,0,15,17,15,9,2,7,0,11,11,8,5,1,0,0,2,7,1,1,0,2,0,5,3,5,2,1,3,0,0,0,0,0,1,0,0,3,11,7,5,1,1,0,11,11,10,10,0,3,1,6,5,7,5,4,0,0,3,11,0,3,1,1,0,4,3,2,1,0,1,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,5,3,4,3,2,1,0,5,5,8,3,4,0,0,1,3,4,1,0,2,0,1,3,2,2,0,1,0,3,3,1,1,5,1,0,1,0,3,1,2,3,0,0,0,0,0,1,0,0,4,2,4,0,3,2,0,2,2,2,2,1,1,0,3,2,4,1,1,1,0,0,2,1,0,2,1,0,2,1,2,1,2,0,0,3,1,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5EGR6,17,9,12,11,6,6,0,8,8,8,10,5,4,0,9,9,9,6,2,4,1,7,8,9,5,4,3,0,7,6,7,3,3,4,1,6,4,4,1,4,1,0,0,1,1,2,0,1,0,18,10,6,9,4,5,2,20,12,10,7,2,2,1,9,7,5,12,5,6,1,6,7,7,7,2,2,1,5,5,6,3,3,1,0,6,4,1,0,3,2,1,0,3,1,0,1,0,0,11,11,6,3,6,5,0,8,13,7,6,5,4,1,9,12,10,2,2,3,0,6,10,5,3,0,1,2,3,5,4,1,3,3,0,9,4,0,0,1,1,0,0,2,0,1,0,0,0,9,6,7,1,4,3,0,9,7,7,5,2,3,2,6,8,7,4,3,1,1,4,6,5,4,2,1,0,1,1,1,3,1,1,1,1,5,2,1,0,1,0,2,1,0,0,0,0,0,2,4,4,4,5,1,1,6,4,6,2,2,1,0,4,8,4,2,3,1,0,4,3,3,2,0,1,0,4,4,1,2,1,1,0,3,5,0,3,2,0,0,0,2,1,0,0,0,0,4,3,5,6,6,0,2,3,8,7,1,3,3,0,4,0,1,0,3,0,0,2,0,0,1,1,2,0,1,0,2,1,2,3,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,4,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P53276,0,2,1,1,0,2,0,7,8,6,5,0,5,1,3,3,6,1,0,2,1,2,2,1,4,2,1,0,2,3,2,1,0,0,1,1,2,3,0,3,2,0,0,0,1,1,0,0,0,0,11,5,0,3,2,0,1,10,14,11,8,11,0,7,19,9,8,5,4,0,4,8,3,5,1,6,3,1,9,3,3,0,5,0,6,11,4,4,2,4,1,0,1,1,0,0,0,0,2,4,2,5,1,3,1,7,10,9,7,7,10,0,4,11,5,5,1,5,0,1,6,4,2,3,1,0,2,5,2,3,1,1,0,0,3,4,2,2,2,1,0,1,0,0,0,0,0,2,8,2,1,2,4,0,2,10,8,1,2,3,0,0,4,3,1,3,2,0,5,3,1,0,0,2,0,4,0,0,0,2,2,0,2,3,4,2,2,1,0,0,0,1,2,0,0,0,0,5,2,2,3,0,1,2,4,8,1,2,2,1,2,6,0,1,1,0,0,4,2,2,0,1,1,0,2,1,0,1,1,0,0,0,5,2,1,1,1,0,0,0,0,1,0,0,0,2,2,3,3,0,0,0,2,12,7,3,2,1,0,2,6,7,0,3,1,0,2,4,2,0,1,1,0,2,2,3,2,1,2,0,1,4,2,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P38199,4,3,8,4,3,3,0,3,4,2,2,0,0,0,4,4,3,1,2,2,0,3,1,1,0,0,0,0,2,6,0,0,0,0,0,6,2,1,0,1,1,0,0,0,1,0,0,0,0,5,2,4,0,2,3,1,7,5,5,3,2,5,0,1,2,5,2,3,3,1,2,2,1,3,2,1,0,1,1,2,3,2,2,0,2,4,0,1,1,2,0,0,0,0,0,0,0,0,4,0,1,1,1,1,0,1,5,4,2,2,0,0,2,6,2,2,1,2,0,2,3,1,1,1,0,0,1,3,1,0,1,2,0,2,2,1,0,4,1,0,1,0,0,0,0,0,0,4,4,0,0,1,0,0,1,3,2,1,3,2,0,0,0,1,2,2,1,0,0,2,1,0,1,1,0,0,2,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,3,8,1,0,2,2,0,0,2,2,1,0,1,0,2,3,0,0,0,0,0,0,2,1,1,1,2,0,1,2,0,1,0,5,0,0,0,0,0,0,0,0,5,1,1,0,1,4,0,2,2,3,3,2,1,0,1,0,1,0,0,0,0,0,1,3,1,1,1,0,1,2,2,0,2,2,0,1,3,0,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q24562,6,7,7,2,2,1,0,6,4,5,3,1,5,2,6,3,4,2,0,2,0,1,2,2,2,1,0,0,1,1,1,1,2,2,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,6,6,1,2,2,2,2,5,4,2,3,1,3,0,2,5,1,3,2,4,0,2,3,4,1,1,2,0,2,3,1,0,1,2,0,2,2,2,1,2,3,1,0,1,0,0,0,1,0,7,5,3,1,1,2,0,5,0,4,4,1,3,0,3,2,1,2,0,1,0,3,3,2,0,1,1,0,2,0,2,1,1,2,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,3,2,3,1,2,0,0,4,2,2,1,1,1,0,4,3,1,1,2,0,0,2,0,1,1,1,0,0,2,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,1,3,3,1,2,0,0,2,1,0,1,3,0,0,2,1,1,1,2,0,0,0,5,0,2,2,1,0,1,2,0,0,6,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,1,1,3,1,0,1,3,2,1,0,1,0,1,1,1,0,0,0,0,1,0,2,2,3,3,0,0,3,3,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P10121,10,4,4,2,4,15,0,3,12,3,2,0,1,0,4,3,1,1,2,2,0,4,2,1,3,2,2,0,6,4,2,2,1,3,0,12,2,7,2,1,9,0,0,0,0,0,0,0,0,7,4,1,4,7,5,0,8,4,5,2,5,4,0,4,3,0,2,2,3,0,4,0,0,1,0,2,0,3,1,2,0,2,2,0,7,2,1,1,2,6,0,0,0,0,0,0,0,0,5,5,2,1,2,2,0,4,2,2,0,1,4,0,1,1,1,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,3,2,0,3,0,0,2,1,2,0,0,0,0,0,0,0,0,5,0,0,4,2,3,0,5,2,2,2,1,4,0,1,1,0,0,0,1,0,3,1,1,0,1,1,0,0,0,1,1,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,0,2,3,1,1,1,4,0,1,2,1,1,1,0,0,0,3,0,1,0,0,0,1,4,1,1,1,0,0,2,0,1,2,1,4,0,0,0,0,0,0,0,0,10,6,4,2,1,6,0,6,5,1,0,2,2,0,5,3,1,0,0,2,0,2,7,1,2,0,1,0,1,2,0,0,1,2,0,3,11,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P61979,4,8,4,1,7,3,0,1,5,2,1,2,4,0,4,3,2,1,1,5,0,0,1,1,0,1,0,0,9,6,0,3,1,0,0,0,6,0,0,1,2,2,0,0,0,0,0,0,0,6,0,0,0,5,3,0,5,17,8,5,4,3,0,5,5,2,0,2,4,0,1,2,4,3,0,1,0,3,5,1,2,3,3,0,1,1,4,0,3,4,1,0,0,0,0,0,0,0,4,3,6,0,2,4,0,2,7,4,0,3,2,0,4,3,2,2,0,2,0,3,1,2,1,0,2,0,3,0,0,2,1,0,0,2,3,6,2,2,5,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,3,2,1,2,1,0,2,3,3,2,2,2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,10,2,2,1,5,0,0,3,8,1,0,2,2,0,0,1,0,0,1,2,0,1,3,2,0,0,1,0,3,2,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,3,1,2,3,2,0,4,3,4,4,0,4,0,1,2,1,1,0,0,0,2,2,2,0,2,0,0,1,1,6,1,2,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Q04305,3,4,7,1,0,2,0,6,4,3,3,2,5,0,5,6,6,1,2,5,2,2,3,1,1,3,1,0,3,3,4,1,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,6,1,1,1,0,4,5,5,3,1,1,1,5,5,7,4,1,2,1,2,4,1,6,4,4,0,2,2,5,1,1,1,0,2,5,3,3,1,1,0,1,0,0,0,0,0,0,1,5,7,3,4,1,0,2,3,6,5,1,5,0,6,6,4,3,4,2,0,3,4,1,1,3,1,0,5,3,2,1,1,1,0,3,1,4,0,2,1,0,2,1,0,0,0,0,0,1,4,3,1,3,1,0,5,3,2,6,3,2,0,2,1,2,1,0,1,0,0,4,2,0,0,2,1,1,3,3,3,2,0,0,0,6,0,3,1,0,0,0,1,0,0,0,0,0,2,4,2,3,4,0,0,1,3,3,2,2,1,0,1,3,3,3,5,1,0,2,2,2,0,0,1,0,1,1,2,0,2,1,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,1,2,6,2,2,0,0,2,1,3,1,1,0,0,4,4,0,1,2,1,0,3,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P77398,4,10,2,4,4,4,0,8,9,8,4,3,7,0,8,6,1,3,3,2,2,4,6,2,3,4,0,0,3,2,1,2,4,0,0,5,4,3,1,4,0,0,1,1,1,0,0,0,0,9,7,9,8,1,4,2,10,11,4,7,8,7,0,4,6,5,2,2,4,0,5,8,2,5,1,0,0,2,6,3,4,0,2,0,4,6,3,7,2,6,0,0,0,0,1,0,0,0,5,6,3,2,4,2,1,1,7,1,3,1,7,0,3,0,4,1,4,1,0,2,4,1,0,0,3,0,5,3,1,3,1,0,0,3,2,1,2,3,1,0,1,1,1,0,0,0,0,4,2,5,3,1,2,0,9,10,4,5,2,2,0,2,2,1,2,0,3,0,1,4,2,0,3,0,0,0,4,1,0,2,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,7,1,2,1,1,0,5,7,3,1,1,2,1,3,2,0,0,3,0,1,2,6,0,1,1,0,0,1,2,2,0,2,0,2,2,0,0,1,0,1,0,0,2,0,0,0,2,0,4,7,5,0,0,3,0,5,3,3,1,2,2,0,2,4,2,2,0,1,0,2,4,3,1,1,3,0,3,3,1,1,0,1,0,0,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
